"Type","Comet","Obs date","Extinction","Meth","Comet vis","Mag","Conditions","Ref cat","Inst T","App","Inst F","Inst P","Coma vis","Coma","Coma notes","DC","Tail vis","Tail","Tail unit","PA","User","Association","Country","Location","Comment","Sky quality","Sky quality method","Reference stars"
"CCD","C/2023 A3","2024-04-10 00:39","","Z","","10.5","","GG","L","20.0","4","60","","1.40'","","7.0","","2.50'","'","66°","CHA03","","Spain","Valles, Valencia, Spain","","","",""
"CCD","C/2023 A3","2024-04-20 22:33","","Z","","10.8","","U4","T","28.0","10","1204","","1.13'","","","","","","","JAM02","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2024-04-29 02:09","","Z","","10.9","","U4","T","28.0","10","677","","1.32'","","","","","","","JAM02","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2024-04-28 21:19","","Z","","10.6","","GG","R","5.0","5","180","","1.20'","","","","2.00'","'","95°","HEG","","United Kingdom","Aldclune, Perthshire, UK","Limiting magnitude 15.8","","",""
"CCD","C/2023 A3","2024-04-27 21:47","","Z","","10.7","","GG","R","5.0","5","630","","1.50'","","","","2.80'","'","96°","HEG","","United Kingdom","Aldclune, Perthshire, UK","Limiting magnitude 17.1","","",""
"CCD","C/2023 A3","2024-04-30 00:14","","Z","","10.6","","BG","R","10.0","6","2283","","3.50'","","","","0.10°","°","95°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=18.2","","",""
"CCD","C/2023 A3","2024-04-29 21:42","","Z","","10.9","","GG","C","31.5","8","1200","","1.90'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","","",""
"CCD","C/2023 A3","2024-01-17 17:39","","Z","","14.4","","U4","A","7.0","3","300","","0.50'","","8.0","","","","","MAT08","British Astronomical Association","Australia","Swan Hill, Victoria, Australia","","","",""
"CCD","C/2023 A3","2024-04-11 21:08","","Z","","10.9","","GG","R","5.0","5","1480","","1.00'","","","","","","","HEG","","United Kingdom","Lisbon, Portugal","Limiting magnitude 15.7","","",""
"CCD","C/2023 A3","2024-01-10 03:36","&","Z","","14.0","","BG","L","27.9","2","780","","0.80'","","","","0.50'","'","299°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=17.2, bright sky","","",""
"CCD","C/2023 A3","2024-05-02 21:27","","Z","","10.5","","GG","L","20.0","4","60","","1.70'","","7.5","","5.00'","'","96°","CHA03","","Spain","Valles, Valencia, Spain","","","",""
"CCD","C/2023 A3","2024-01-21 02:52","","Z","","13.6","","AV","R","3.0","5","60","","","","8.5","","","","","NOV01","","Russian Federation","Shapshezero, light green LP zone (Lorenz, 2022)","Apparently very condensed, almost stellar coma. Alt.=15°...17° . Moon (Ph.=0.80) alt. 4°, Sep.=156°","20.0","SQM-L",""
"CCD","C/2023 A3","2024-05-04 22:19","","Z","","10.5","","BG","R","10.0","6","2764","","4.70'","","","","0.12°","°","96°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=19.1","","",""
"CCD","C/2023 A3","2024-01-22 05:47","","Z","","13.5","","GG","L","20.0","4","60","","0.60'","","7.0","","40.00""","""","310°","CHA03","","Spain","Valles, Valencia, Spain","","","",""
"CCD","C/2023 A3","2024-04-02 02:52","","Z","","11.4","","GG","L","50.0","3","660","","1.50'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2024-05-03 00:43","","Z","","11.0","","GG","L","50.0","3","720","","2.44'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2024-05-01 21:50","","Z","","10.5","","BG","R","10.6","5","480","","3.10'","","","","0.12°","°","98°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=20.2","","",""
"CCD","C/2023 A3","2024-05-03 21:07","","Z","","10.5","","BG","R","10.6","5","720","","3.30'","","","","0.16°","°","98°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=20.4","","",""
"CCD","C/2023 A3","2024-05-06 19:26","","Z","","10.5","","BG","R","10.6","5","720","","3.40'","","","","0.18°","°","98°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=20.3","","",""
"CCD","C/2023 A3","2024-01-21 04:33","","Z","","13.9","","BG","R","10.0","6","1685","","1.20'","","","","0.70'","'","308°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=18.2","","",""
"CCD","C/2023 A3","2024-05-10 23:31","","Z","","11.1","","GG","L","50.0","3","720","","2.82'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2024-05-08 22:33","","Z","","10.5","","BG","R","10.0","6","4329","","4.40'","","","","0.18°","°","95°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=19.0","","",""
"CCD","C/2023 A3","2024-05-11 22:33","","Z","","11.0","","GG","L","30.3","4","1560","","1.70'","","","","11.00'","'","97°","HEG","","United Kingdom","ASERO, Trevinca, Spain","Limiting magnitude 21.3","","",""
"CCD","C/2023 A3","2024-05-07 01:05","","Z","","10.6","","GG","C","31.5","8","1140","","3.20'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","","",""
"CCD","C/2023 A3","2024-02-13 18:40","","Z","","13.5","","U4","A","7.0","3","300","","1.00'","","8.0","","","","","MAT08","British Astronomical Association","Australia","Swan Hill, Victoria, Australia","","","",""
"CCD","C/2023 A3","2024-01-28 04:33","","Z","","13.8","","BG","R","10.0","6","2766","","1.30'","","","","0.70'","'","312°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=19.1, moon 95% dist 73 deg","","",""
"CCD","C/2023 A3","2024-05-10 21:36","","Z","","10.5","","BG","R","10.0","6","2865","","3.70'","","","","0.13°","°","99°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=18.2, moon 10% dist 105 deg","","",""
"CCD","C/2023 A3","2024-05-07 22:06","","Z","","10.8","","GG","L","30.3","4","420","","1.60'","","","","9.00'","'","96°","HEG","","United Kingdom","ASERO, Trevinca, Spain","Limiting magnitude 19.6","","",""
"CCD","C/2023 A3","2024-04-23 22:16","","Z","","10.9","","GG","L","30.3","4","1260","","1.40'","","","","2.70'","'","92°","HEG","","United Kingdom","ASERO, Trevinca, Spain","Limiting magnitude 18.8","","",""
"CCD","C/2023 A3","2024-02-13 04:19","","Z","","13.3","","BG","R","10.0","6","240","","0.90'","","","","","","","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=16.8","","",""
"CCD","C/2023 A3","2024-02-18 04:49","","Z","","13.0","","GG","C","31.5","8","1200","","1.10'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","21.7","SQM",""
"CCD","C/2023 A3","2024-04-15 03:31","","Z","","11.0","","GG","L","30.3","4","1740","","1.30'","","","","2.90'","'","79°","HEG","","United Kingdom","ASERO, Trevinca, Spain","Limiting magnitude 20.7","","",""
"CCD","C/2023 A3","2024-02-05 05:45","","Z","","13.6","","BG","L","25.0","3","960","","0.90'","","","","1.00'","'","309°","LEH02","VdS Fachgruppe Kometen","Germany","Nerpio (remote)","CMOS/G, mlim=20.3, moon 27% dist 28 deg","","",""
"CCD","C/2023 A3","2024-02-14 05:21","","Z","","13.0","","GG","L","20.0","4","60","","0.60'","","5.5","","0.90'","'","308°","CHA03","","Spain","Valles, Valencia, Spain","","","",""
"CCD","C/2023 A3","2024-02-16 18:20","","Z","","12.9","","U4","D","28.0","2","300","","1.00'","","8.0","","","","","MAT08","British Astronomical Association","Australia","Swan Hill, Victoria, Australia","","","",""
"CCD","C/2023 A3","2024-02-08 18:22","","Z","","13.7","","U4","A","7.0","3","300","","1.00'","","8.0","","","","","MAT08","British Astronomical Association","Australia","Swan Hill, Victoria, Australia","","","",""
"CCD","C/2023 A3","2023-04-09 22:47","","Z","","17.4","","BG","L","27.9","2","2520","","0.40'","","","","","","","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=20.2, moon 85% dist 30 deg","","",""
"CCD","C/2023 A3","2023-05-27 21:35","","Z","","16.9","","BG","L","27.9","2","1920","","0.40'","","","","","","","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=20.0, moon 52% dist 56 deg","","",""
"CCD","C/2023 A3","2023-06-08 21:36","","Z","","16.9","","BG","R","10.0","6","2404","","0.80'","","","","","","","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=19.0","","",""
"CCD","C/2023 A3","2023-05-22 00:14","","Z","","16.9","","GG","L","50.0","3","720","","0.38'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2023-06-08 23:02","","Z","","16.8","","GG","L","50.0","3","660","","0.38'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2024-05-11 21:50","","Z","","10.5","","BG","R","10.0","6","2524","","3.70'","","","","0.14°","°","98°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=19.0, moon 17% dist 91 deg","","",""
"CCD","C/2023 A3","2023-06-25 21:35","","Z","","16.6","","BG","R","10.0","6","2764","","0.80'","","","","","","","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=18.5, moon 46% dist 33 deg","","",""
"CCD","C/2023 A3","2024-05-08 23:02","","Z","","10.5","","BG","L","27.9","2","1020","","3.10'","","","","0.15°","°","99°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=20.3","","",""
"CCD","C/2023 A3","2024-05-10 22:47","","Z","","10.6","","BG","L","27.9","2","300","","2.60'","","","","0.14°","°","102°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=19.5","","",""
"CCD","C/2023 A3","2024-05-11 22:04","","Z","","10.5","","BG","L","27.9","2","960","","3.30'","","","","0.17°","°","102°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=20.3, moon 17% dist 91 deg","","",""
"CCD","C/2023 A3","2023-07-07 19:11","","Z","","16.7","","BG","L","20.0","3","1080","","0.40'","","","","0.20'","'","112°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=20.6","","",""
"CCD","C/2023 A3","2023-07-15 18:28","","Z","","16.7","","BG","L","20.0","3","1080","","0.40'","","","","0.20'","'","105°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=20.6","","",""
"CCD","C/2023 A3","2023-09-10 18:14","","Z","","16.2","","BG","L","20.0","3","540","","0.50'","","","","","","","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=18.6","","",""
"CCD","C/2023 A3","2023-03-16 01:55","","Z","","17.8","","GG","L","50.0","3","720","","0.38'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2023-03-02 04:19","","Z","","18.2","","AV","R","10.0","6","2889","","0.40'","","","","","","","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=18.8","","",""
"CCD","C/2023 A3","2023-08-07 21:07","","Z","","16.4","","GG","L","50.0","3","600","","0.38'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2023-04-11 23:02","","Z","","17.4","","BG","L","27.9","2","1680","","0.40'","","","","","","","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=20.4","","",""
"CCD","C/2023 A3","2023-04-13 03:50","","Z","","17.2","","GG","L","50.0","3","720","","0.38'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2023-04-23 00:59","","Z","","15.9","","GG","L","20.0","4","2640","","0.30'","","","","","","","CHA03","","Spain","Valles, Valencia, Spain","","","",""
"CCD","C/2023 A3","2023-04-29 01:40","","Z","","17.0","","GG","L","50.0","3","540","","0.38'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2023-05-13 23:45","","Z","","17.0","","AV","R","10.0","6","2405","","0.70'","","","","","","","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=20.1","","",""
"CCD","C/2023 A3","2023-05-18 00:14","","Z","","17.0","","AV","R","10.0","6","4571","","0.40'","","","","0.20'","'","135°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=17.4","","",""
"CCD","C/2023 A3","2023-04-20 22:33","","Z","","17.3","","BG","L","20.0","3","900","","0.60'","","","","","","","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=20.4","","",""
"CCD","C/2023 A3","2023-04-22 00:00","","Z","","17.2","","BG","L","27.9","2","1200","","0.40'","","","","","","","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=20.4","","",""
"CCD","C/2023 A3","2023-04-30 00:28","","Z","","17.1","","BG","L","20.0","3","900","","0.50'","","","","","","","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=20.3","","",""
"CCD","C/2023 A3","2023-05-01 00:00","","Z","","17.3","","BG","L","27.9","2","1320","","0.40'","","","","","","","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=19.7, moon 78% dist 56 deg","","",""
"CCD","C/2023 A3","2023-05-24 22:33","","Z","","16.9","","BG","L","27.9","2","1560","","0.50'","","","","","","","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=20.6, moon 25% dist 90 deg","","",""
"CCD","C/2023 A3","2023-08-08 18:14","","Z","","16.4","","BG","L","20.0","3","1080","","0.40'","","","","0.20'","'","100°","LEH02","VdS Fachgruppe Kometen","Germany","Hakos (remote)","CMOS/G, mlim=20.4","","",""
"CCD","C/2023 A3","2023-08-16 20:24","","Z","","16.5","","BG","L","25.0","3","600","","0.40'","","","","","","","LEH02","VdS Fachgruppe Kometen","Germany","Nerpio (remote)","CMOS/G, mlim=19.8","","",""
"CCD","C/2023 A3","2023-05-26 23:31","","Z","","17.0","","GG","L","50.0","3","660","","0.38'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2023-06-11 21:00","","Z","","16.4","","GG","L","35.0","4","800","","14.00'","","","","0.05°","°","93°","JAE","VdS Fachgruppe Kometen","Austria","Martinsberg Austria","","","",""
"CCD","C/2023 A3","2023-06-12 22:19","","Z","","16.7","","BG","L","27.9","2","1800","","0.40'","","","","","","","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=20.4","","",""
"CCD","C/2023 A3","2023-06-15 23:52","","Z","","16.2","","GG","L","20.0","4","3120","","0.30'","","","","","","","CHA03","","Spain","Valles, Valencia, Spain","","","",""
"CCD","C/2023 A3","2023-03-29 05:16","","Z","","17.5","","GG","L","50.0","3","420","","0.38'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2023-12-22 05:30","","Z","","14.3","","GG","C","31.5","8","1020","","0.40'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","21.7","SQM",""
"CCD","C/2023 A3","2024-01-22 05:45","","Z","","14.0","","BG","L","25.0","3","960","","0.90'","","","","0.80'","'","312°","LEH02","VdS Fachgruppe Kometen","Germany","Nerpio (remote)","CMOS/G, mlim=20.3","","",""
"CCD","C/2023 A3","2024-04-12 00:45","","Z","","10.7","","GG","C","31.5","8","1200","","2.20'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","21.6","SQM",""
"CCD","C/2023 A3","2023-06-09 22:04","","Z","","16.8","","BG","L","27.9","2","2280","","0.40'","","","","","","","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=20.5","","",""
"CCD","C/2023 A3","2023-04-24 01:55","","Z","","17.3","","GG","L","50.0","3","720","","0.38'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2023-04-25 01:47","","Z","","16.7","","GG","C","31.5","8","1200","","0.40'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","","",""
"CCD","C/2023 A3","2024-04-16 02:04","","Z","","10.6","","GG","C","31.5","8","1200","","2.60'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","21.1","SQM",""
"CCD","C/2023 A3","2023-08-02 21:07","","Z","","16.8","","GG","L","50.0","3","720","","0.38'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2023-04-22 00:28","","Z","","17.3","","AV","R","10.0","6","2645","","0.70'","","","","","","","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=19.6","","",""
"CCD","C/2023 A3","2024-02-19 00:00","","Z","","12.9",":","AV","R","2.8","5","60","","","","","","","","","NOV01","","Russian Federation","","","","",""
"CCD","C/2023 A3","2024-05-09 22:26","","Z","","10.8","","GG","L","30.3","4","1620","","2.00'","","","","10.00'","'","97°","HEG","","United Kingdom","ASERO, Trevinca, Spain","Limiting magnitude 21.2","","",""
"CCD","C/2023 A3","2024-02-14 02:23","","Z","","13.1","","AV","R","3.0","5","60","","","","8.5","","0.70'","'","304°","NOV01","","Russian Federation","","","","",""
"CCD","C/2023 A3","2024-05-08 21:57","","Z","","10.8","","GG","L","30.3","4","1620","","1.80'","","","","9.40'","'","98°","HEG","","United Kingdom","ASERO, Trevinca, Spain","Limiting magnitude 20.6","","",""
"CCD","C/2023 A3","2024-04-12 12:27","","Z","","10.9","","U4","D","28.0","2","300","","1.20'","","7.0","","","","","MAT08","British Astronomical Association","Australia","Swan Hill, Victoria","","","",""
"CCD","C/2023 A3","2024-04-09 02:19","","Z","","10.8","","GG","C","31.5","8","1200","","2.10'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","21.7","SQM",""
"CCD","C/2023 A3","2023-06-10 22:04","","Z","","16.8","","BG","L","27.9","2","2520","","0.40'","","","","0.10'","'","98°","LEH02","VdS Fachgruppe Kometen","Germany","Weimar","CMOS OSC/G, mlim=20.5","","",""
"CCD","C/2023 A3","2023-04-23 03:07","","Z","","17.1","","GG","L","50.0","3","720","","0.38'","","","","","","","HIL04","British Astronomical Association","United Kingdom","","","","",""
"CCD","C/2023 A3","2024-05-01 22:33","","Z","","10.6","","BG","R","10.0","6","2764","","4.00'","","","","0.11°","°","94°","FRI02","VdS Fachgruppe Kometen","Germany","Koeditz","DSLR green, mlim=19.2","","",""
"CCD","C/2023 A3","2023-12-19 05:50","","Z","","14.4","","GG","C","31.5","8","1200","","0.40'","","","","","","","CAR06","British Astronomical Association","Spain","PGC Observatory Z10, Fregenal de la sierra, Spain","","21.6","SQM",""
